Gender,Invoice ID,Branch,City,Customer type,Product line,Unit price,Quantity,Tax 5%
Female,268-20-3585,C,Naypyitaw,Normal,Health and beauty,13.85,9,6.2325
Female,258-92-7466,A,Yangon,Normal,Health and beauty,35.68,5,8.92
Female,857-16-3520,A,Yangon,Member,Fashion accessories,71.46,7,25.011
Female,821-14-9046,B,Mandalay,Member,Fashion accessories,17.48,6,5.244
Female,418-05-0656,B,Mandalay,Normal,Fashion accessories,25.56,7,8.946
Female,678-79-0726,C,Naypyitaw,Member,Sports and travel,90.63,9,407.835
Female,592-46-1692,C,Naypyitaw,Member,Food and beverages,36.77,7,12.8695
Female,149-14-0304,C,Naypyitaw,Member,Health and beauty,28.5,8,11.4
Female,299-29-0180,B,Mandalay,Member,Home and lifestyle,52.18,7,18.263
Female,247-11-2470,A,Yangon,Member,Fashion accessories,22.32,4,4.464
Female,386-27-7606,C,Naypyitaw,Member,Home and lifestyle,81.2,7,28.42
Female,373-14-0504,A,Yangon,Member,Sports and travel,71.63,2,7.163
Female,345-68-9016,C,Naypyitaw,Member,Sports and travel,31.67,8,12.668
Female,390-17-5806,C,Naypyitaw,Member,Food and beverages,38.42,1,1.921
Female,664-14-2882,C,Naypyitaw,Member,Home and lifestyle,10.53,5,2.6325
Female,487-79-6868,B,Mandalay,Member,Home and lifestyle,12.29,9,5.5305
Female,210-30-7976,B,Mandalay,Member,Fashion accessories,22.32,4,4.464
Female,585-86-8361,A,Yangon,Normal,Food and beverages,27.28,5,6.82
Female,807-14-7833,A,Yangon,Member,Electronic accessories,17.42,10,8.71
Female,288-38-3758,C,Naypyitaw,Member,Fashion accessories,84.87,3,12.7305
Female,652-43-6591,A,Yangon,Normal,Fashion accessories,97.29,8,38.916
Female,785-96-0615,B,Mandalay,Member,Electronic accessories,35.74,8,14.296
Female,406-46-7107,A,Yangon,Normal,Home and lifestyle,96.52,6,28.956
Female,156-95-3964,A,Yangon,Normal,Food and beverages,55.39,4,11.078
Female,842-40-8179,B,Mandalay,Member,Food and beverages,77.2,10,38.6
Female,410-67-1709,A,Yangon,Member,Fashion accessories,63.88,8,25.552
Female,587-73-4862,A,Yangon,Member,Health and beauty,10.69,5,2.6725
Female,593-14-4239,B,Mandalay,Normal,Home and lifestyle,95.46,8,38.184
Female,801-88-0346,C,Naypyitaw,Normal,Fashion accessories,76.06,3,11.409
Female,711-31-1234,B,Mandalay,Normal,Electronic accessories,95.64,4,19.128
Female,886-54-6089,A,Yangon,Normal,Home and lifestyle,11.43,6,3.429
Female,707-32-7409,B,Mandalay,Member,Sports and travel,95.54,4,19.108
Female,759-98-4285,C,Naypyitaw,Member,Health and beauty,85.87,7,300.545
Female,201-63-8275,C,Naypyitaw,Member,Sports and travel,67.99,7,237.965
Female,471-06-8611,C,Naypyitaw,Normal,Food and beverages,52.42,1,2.621
Female,120-54-2248,B,Mandalay,Normal,Food and beverages,28.86,5,7.215
Female,534-53-3526,A,Yangon,Normal,Sports and travel,94.76,4,18.952
Female,307-04-2070,A,Yangon,Member,Fashion accessories,30.62,1,1.531
Female,468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,44.01,8,17.604
Female,516-77-6464,C,Naypyitaw,Member,Health and beauty,10.16,5,2.54
Female,790-38-4466,C,Naypyitaw,Normal,Health and beauty,10.99,5,2.7475
Female,744-16-7898,B,Mandalay,Normal,Home and lifestyle,97.37,10,48.685
Female,702-72-0487,A,Yangon,Normal,Electronic accessories,46.61,2,4.661
Female,443-60-9639,C,Naypyitaw,Member,Home and lifestyle,60.87,1,3.0435
Female,864-24-7918,A,Yangon,Member,Sports and travel,24.49,10,12.245
Female,324-41-6833,C,Naypyitaw,Member,Electronic accessories,30.2,8,12.08
Female,759-29-9521,A,Yangon,Member,Fashion accessories,48.96,9,22.032
Female,831-81-6575,B,Mandalay,Member,Electronic accessories,75.59,9,340.155
Female,220-68-6701,A,Yangon,Normal,Home and lifestyle,77.47,4,15.494
Female,618-34-8551,A,Yangon,Normal,Sports and travel,93.18,2,9.318
Female,257-60-7754,A,Yangon,Normal,Electronic accessories,50.23,4,10.046
Female,559-61-5987,B,Mandalay,Normal,Health and beauty,17.75,1,8.875
Female,189-55-2313,C,Naypyitaw,Normal,Fashion accessories,62.18,10,31.09
Female,380-60-5336,A,Yangon,Normal,Electronic accessories,40.26,10,20.13
Female,815-04-6282,C,Naypyitaw,Member,Sports and travel,64.97,5,162.425
Female,778-34-2523,A,Yangon,Member,Electronic accessories,48.62,8,19.448
Female,499-27-7781,B,Mandalay,Normal,Food and beverages,53.21,8,21.284
Female,477-59-2456,C,Naypyitaw,Normal,Fashion accessories,45.44,7,15.904
Female,186-43-8965,A,Yangon,Member,Home and lifestyle,47.68,2,4.768
Female,276-75-6884,A,Yangon,Normal,Health and beauty,68.71,3,10.3065
Female,109-86-4363,B,Mandalay,Member,Sports and travel,60.08,7,21.028
Female,569-76-2760,A,Yangon,Member,Sports and travel,22.01,4,4.402
Female,222-42-0244,B,Mandalay,Member,Health and beauty,72.11,9,324.495
Female,416-17-9926,A,Yangon,Member,Electronic accessories,74.22,10,37.11
Female,343-75-9322,B,Mandalay,Member,Sports and travel,11.85,8,4.74
Female,427-45-9297,B,Mandalay,Member,Home and lifestyle,40.73,7,142.555
Female,271-77-8740,C,Naypyitaw,Member,Sports and travel,29.22,6,8.766
Female,860-73-6466,A,Yangon,Member,Sports and travel,39.47,2,3.947
Female,549-23-9016,C,Naypyitaw,Member,Food and beverages,14.87,2,1.487
Female,862-29-5914,C,Naypyitaw,Normal,Sports and travel,22.38,1,1.119
Female,845-94-6841,C,Naypyitaw,Member,Food and beverages,72.88,9,32.796
Female,125-45-2293,A,Yangon,Normal,Fashion accessories,99.1,6,29.73
Female,409-33-9708,A,Yangon,Normal,Fashion accessories,98.48,2,9.848
Female,866-70-2814,B,Mandalay,Normal,Electronic accessories,52.79,10,26.395
Female,160-22-2687,A,Yangon,Member,Health and beauty,95.95,5,239.875
Female,895-03-6665,B,Mandalay,Normal,Fashion accessories,36.51,9,164.295
Female,748-45-2862,A,Yangon,Member,Home and lifestyle,28.31,4,5.662
Female,316-66-3011,A,Yangon,Member,Food and beverages,47.63,9,214.335
Female,848-95-6252,C,Naypyitaw,Member,Home and lifestyle,86.27,1,4.3135
Female,152-03-4217,B,Mandalay,Normal,Home and lifestyle,11.28,9,5.076
Female,533-66-5566,B,Mandalay,Normal,Home and lifestyle,51.07,7,178.745
Female,124-31-1458,A,Yangon,Member,Electronic accessories,79.59,3,11.9385
Female,101-81-4070,C,Naypyitaw,Member,Health and beauty,62.82,2,6.282
Female,544-55-9589,B,Mandalay,Member,Electronic accessories,21.43,10,10.715
Female,448-61-3783,A,Yangon,Normal,Electronic accessories,90.02,8,36.008
Female,761-49-0439,B,Mandalay,Member,Electronic accessories,12.1,8,4.84
Female,490-95-0021,B,Mandalay,Member,Food and beverages,33.21,10,16.605
Female,115-38-7388,C,Naypyitaw,Member,Fashion accessories,10.18,8,4.072
Female,291-55-6563,A,Yangon,Member,Home and lifestyle,34.42,6,10.326
Female,548-48-3156,A,Yangon,Member,Food and beverages,83.34,2,8.334
Female,884-80-6021,A,Yangon,Member,Electronic accessories,73.47,10,36.735
Female,137-74-8729,C,Naypyitaw,Normal,Fashion accessories,12.19,8,4.876
Female,389-70-2397,C,Naypyitaw,Normal,Health and beauty,83.66,5,20.915
Female,114-35-5271,B,Mandalay,Normal,Electronic accessories,57.91,8,23.164
Female,607-76-6216,C,Naypyitaw,Member,Fashion accessories,92.49,5,231.225
Female,409-49-6995,C,Naypyitaw,Member,Food and beverages,47.27,6,14.181
Female,377-79-7592,C,Naypyitaw,Member,Electronic accessories,44.84,9,20.178
Female,595-94-9924,A,Yangon,Member,Health and beauty,27.73,5,6.9325
Female,545-07-8534,C,Naypyitaw,Normal,Health and beauty,58.32,2,5.832
Female,118-62-1812,C,Naypyitaw,Member,Home and lifestyle,78.38,4,15.676
Female,851-98-3555,B,Mandalay,Normal,Health and beauty,82.88,5,20.72
Female,186-71-5196,A,Yangon,Member,Food and beverages,79.54,2,7.954
Female,624-01-8356,B,Mandalay,Normal,Home and lifestyle,49.01,10,24.505
Female,313-66-9943,B,Mandalay,Member,Food and beverages,29.15,3,4.3725
Female,151-27-8496,C,Naypyitaw,Normal,Electronic accessories,56.13,4,11.226
Female,453-33-6436,A,Yangon,Normal,Home and lifestyle,93.12,8,37.248
Female,459-45-2396,A,Yangon,Member,Food and beverages,99.6,3,14.94
Female,717-96-4189,C,Naypyitaw,Normal,Electronic accessories,35.49,6,10.647
Female,749-81-8133,A,Yangon,Normal,Fashion accessories,94.67,4,18.934
Female,636-98-3364,B,Mandalay,Member,Electronic accessories,26.26,3,3.939
Female,246-55-6923,C,Naypyitaw,Member,Home and lifestyle,35.79,9,161.055
Female,181-82-6255,B,Mandalay,Normal,Home and lifestyle,16.37,6,4.911
Female,838-02-1821,C,Naypyitaw,Member,Home and lifestyle,12.73,2,1.273
Female,887-42-0517,C,Naypyitaw,Normal,Sports and travel,83.14,7,29.099
Female,457-12-0244,C,Naypyitaw,Member,Sports and travel,35.22,6,10.566
Female,226-34-0034,B,Mandalay,Normal,Electronic accessories,13.78,4,2.756
Female,397-25-8725,A,Yangon,Member,Health and beauty,39.62,9,17.829
Female,431-66-2305,B,Mandalay,Normal,Electronic accessories,88.25,9,397.125
Female,756-93-1854,C,Naypyitaw,Member,Fashion accessories,83.35,2,8.335
Female,243-55-8457,A,Yangon,Normal,Food and beverages,74.44,10,37.22
Female,501-61-1753,B,Mandalay,Normal,Home and lifestyle,63.15,6,18.945
Female,433-08-7822,C,Naypyitaw,Normal,Health and beauty,78.89,7,276.115
Female,361-85-2571,A,Yangon,Normal,Sports and travel,89.48,5,22.37
Female,131-70-8179,A,Yangon,Member,Health and beauty,92.09,3,138.135
Female,500-02-2261,C,Naypyitaw,Normal,Food and beverages,57.29,6,17.187
Female,809-69-9497,A,Yangon,Normal,Home and lifestyle,45.68,10,22.84
Female,489-82-1237,A,Yangon,Normal,Electronic accessories,93.88,7,32.858
Female,365-16-4334,B,Mandalay,Normal,Food and beverages,26.43,8,10.572
Female,305-89-2768,B,Mandalay,Member,Home and lifestyle,21.9,3,3.285
Female,574-80-1489,B,Mandalay,Member,Food and beverages,62.85,4,12.57
Female,784-08-0310,C,Naypyitaw,Member,Food and beverages,21.04,4,4.208
Female,846-10-0341,A,Yangon,Normal,Fashion accessories,42.57,7,148.995
Female,867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,15.8,10,7.9
Female,384-59-6655,A,Yangon,Member,Food and beverages,98.66,9,44.397
Female,593-08-5916,A,Yangon,Normal,Fashion accessories,15.5,1,775.0
Female,172-42-8274,B,Mandalay,Normal,Electronic accessories,38.27,2,3.827
Female,558-60-5016,A,Yangon,Normal,Home and lifestyle,33.3,9,14.985
Female,605-03-2706,A,Yangon,Normal,Health and beauty,15.8,3,2.37
Female,214-30-2776,B,Mandalay,Member,Electronic accessories,34.49,5,8.6225
Female,746-04-1077,B,Mandalay,Member,Food and beverages,84.63,10,42.315
Female,221-25-5073,A,Yangon,Normal,Food and beverages,74.66,4,14.932
Female,156-20-0370,B,Mandalay,Normal,Electronic accessories,25.45,1,1.2725
Female,151-33-7434,B,Mandalay,Normal,Food and beverages,67.77,1,3.3885
Female,139-32-4183,A,Yangon,Member,Sports and travel,97.48,9,43.866
Female,374-38-5555,B,Mandalay,Normal,Fashion accessories,63.71,5,159.275
Female,764-44-8999,B,Mandalay,Normal,Health and beauty,14.76,2,1.476
Female,886-18-2897,A,Yangon,Normal,Food and beverages,56.56,5,14.14
Female,602-16-6955,B,Mandalay,Normal,Sports and travel,76.6,10,38.3
Female,652-49-6720,C,Naypyitaw,Member,Electronic accessories,60.95,1,3.0475
Female,303-96-2227,B,Mandalay,Normal,Home and lifestyle,97.38,10,48.69
